# V, U, I, B, M_V
-4.515107794216645232e+01 -4.372144097149241304e+01 -4.563343939454775722e+01 -4.509275990120281108e+01 -8.599077942166452715e+00
-4.506266769228485458e+01 -4.370535625174818506e+01 -4.552234367942296700e+01 -4.504106926770671748e+01 -8.510667692284854979e+00
-4.494599484863029915e+01 -4.368102798582121693e+01 -4.537347853725560043e+01 -4.497315335618044685e+01 -8.393994848630299543e+00
-4.491827037286039825e+01 -4.370359563114363510e+01 -4.514780863201781358e+01 -4.497297492443984623e+01 -8.366270372860398652e+00
-4.481862216429420442e+01 -4.368294032144055450e+01 -4.501890231317538849e+01 -4.491754125401296704e+01 -8.266622164294204822e+00
-4.475548238008037316e+01 -4.366982698338844671e+01 -4.493567956836280786e+01 -4.488309169596308834e+01 -8.203482380080373559e+00
-4.472402775872072311e+01 -4.368112412613010065e+01 -4.489665268549430266e+01 -4.487961307708157932e+01 -8.172027758720723511e+00
-4.480468179009736929e+01 -4.375574638855786702e+01 -4.485889780804412652e+01 -4.496938450728283954e+01 -8.252681790097369685e+00
-4.480497439725815667e+01 -4.375583317833621777e+01 -4.485927152851587607e+01 -4.496956042152535815e+01 -8.252974397258157069e+00
-4.482351864049086743e+01 -4.376136719878687842e+01 -4.488289994974375929e+01 -4.498074766942998792e+01 -8.271518640490867824e+00
-4.486772652578001441e+01 -4.377482905799983826e+01 -4.493879287292684666e+01 -4.500772180338832129e+01 -8.315726525780014811e+00
-4.492313641829624515e+01 -4.379510712183376597e+01 -4.500711472108397970e+01 -4.504360691736033573e+01 -8.371136418296245552e+00
-4.501617310518464876e+01 -4.393246604271360667e+01 -4.505316356255070787e+01 -4.516416224331865692e+01 -8.464173105184649160e+00
-4.501953544251105654e+01 -4.393499655224363210e+01 -4.505678438512136097e+01 -4.516712362708156547e+01 -8.467535442511056942e+00
-4.502204034804058352e+01 -4.393610070734391115e+01 -4.505980060273707011e+01 -4.516885091903652238e+01 -8.470040348040583922e+00
-4.503190615382117556e+01 -4.394293929866165627e+01 -4.507086472531818799e+01 -4.517695029159712305e+01 -8.479906153821175963e+00
-4.504417124905938863e+01 -4.394838140554122674e+01 -4.508559687983876785e+01 -4.518543943290709564e+01 -8.492171249059389027e+00
-4.505419514990841634e+01 -4.395285448945908513e+01 -4.509761234879960057e+01 -4.519239924005346154e+01 -8.502195149908416738e+00
-4.506080790077177056e+01 -4.395581789969925524e+01 -4.510552692798812302e+01 -4.519700135114833017e+01 -8.508807900771770960e+00
-4.507478753465294119e+01 -4.396211547759478577e+01 -4.512222767456965045e+01 -4.520675840208102159e+01 -8.522787534652941588e+00
-4.508986776372879035e+01 -4.397163051191046179e+01 -4.513936281115014282e+01 -4.521869520265707365e+01 -8.537867763728790749e+00
-4.509415233677962931e+01 -4.397386087615898020e+01 -4.514432846192575255e+01 -4.522188937468389014e+01 -8.542152336779629707e+00
-4.509999552322420158e+01 -4.397652494543818591e+01 -4.515127919754748120e+01 -4.522599478763793712e+01 -8.547995523224201975e+00
-4.511400625103078710e+01 -4.396387233225258484e+01 -4.517006688998159802e+01 -4.522641032737421085e+01 -8.562006251030787496e+00
-4.511737292559678991e+01 -4.396777362739729966e+01 -4.517333935099284048e+01 -4.522998383773045816e+01 -8.565372925596790310e+00
-4.512294755487275921e+01 -4.397024118017577621e+01 -4.517995332069335745e+01 -4.523388390246273616e+01 -8.570947554872759611e+00
-4.504817780519011450e+01 -4.382880024131880248e+01 -4.515649479649388809e+01 -4.511701989931661672e+01 -8.496177805190114896e+00
-4.505046090034554851e+01 -4.382953454510274582e+01 -4.515926739999818551e+01 -4.511848182579056754e+01 -8.498460900345548907e+00
-4.504846110207037668e+01 -4.382889130016947377e+01 -4.515683890176448045e+01 -4.511720124174240709e+01 -8.496461102070377081e+00
-4.504644886378826385e+01 -4.383094406038702573e+01 -4.515362447096784138e+01 -4.511726138462143609e+01 -8.494448863788264248e+00
