# wavelength_obs(um)  flux_med(uJy)  flux_low(uJy)  flux_high(uJy)
5.411157e+03 8.441957e-02 6.982504e-02 9.441753e-02
5.417337e+03 8.403615e-02 6.950764e-02 9.398929e-02
5.423518e+03 8.365490e-02 6.919204e-02 9.356347e-02
5.429698e+03 8.327580e-02 6.887822e-02 9.314004e-02
5.435879e+03 8.289884e-02 6.856618e-02 9.271900e-02
5.442059e+03 8.252400e-02 6.825589e-02 9.230033e-02
5.448239e+03 8.215127e-02 6.794735e-02 9.188401e-02
5.454420e+03 8.178064e-02 6.764055e-02 9.147002e-02
5.460600e+03 8.141209e-02 6.733547e-02 9.105835e-02
5.466781e+03 8.104560e-02 6.703210e-02 9.064899e-02
5.472961e+03 8.068116e-02 6.673043e-02 9.024192e-02
5.479141e+03 8.031877e-02 6.643045e-02 8.983712e-02
5.485322e+03 7.995840e-02 6.613215e-02 8.943458e-02
5.491502e+03 7.960004e-02 6.583552e-02 8.903428e-02
5.497683e+03 7.924368e-02 6.554054e-02 8.863622e-02
5.503863e+03 7.888930e-02 6.524721e-02 8.824036e-02
5.510044e+03 7.853690e-02 6.495551e-02 8.784671e-02
5.516224e+03 7.818646e-02 6.466544e-02 8.745524e-02
5.522404e+03 7.783796e-02 6.437698e-02 8.706594e-02
5.528585e+03 7.749139e-02 6.409011e-02 8.667879e-02
5.534765e+03 7.714675e-02 6.380484e-02 8.629379e-02
5.540946e+03 7.680401e-02 6.352115e-02 8.591092e-02
5.547126e+03 7.646316e-02 6.323903e-02 8.553015e-02
5.553306e+03 7.612420e-02 6.295847e-02 8.515149e-02
5.559487e+03 7.578711e-02 6.267946e-02 8.477491e-02
5.565667e+03 7.545188e-02 6.240198e-02 8.440041e-02
5.571848e+03 7.511849e-02 6.212604e-02 8.402796e-02
5.578028e+03 7.478693e-02 6.185161e-02 8.365756e-02
5.584209e+03 7.445720e-02 6.157870e-02 8.328919e-02
5.590389e+03 7.412927e-02 6.130728e-02 8.292283e-02
5.596569e+03 7.380314e-02 6.103735e-02 8.255848e-02
5.602750e+03 7.347880e-02 6.076890e-02 8.219613e-02
5.608930e+03 7.315623e-02 6.050192e-02 8.183575e-02
5.615111e+03 7.283542e-02 6.023639e-02 8.147734e-02
5.621291e+03 7.251636e-02 5.997232e-02 8.112088e-02
5.627472e+03 7.219905e-02 5.970969e-02 8.076636e-02
5.633652e+03 7.188346e-02 5.944849e-02 8.041376e-02
5.639832e+03 7.156958e-02 5.918872e-02 8.006309e-02
5.646013e+03 7.125742e-02 5.893035e-02 7.971431e-02
5.652193e+03 7.094694e-02 5.867339e-02 7.936743e-02
5.658374e+03 7.063815e-02 5.841783e-02 7.902242e-02
5.664554e+03 7.033104e-02 5.816365e-02 7.867928e-02
5.670734e+03 7.002558e-02 5.791084e-02 7.833799e-02
5.676915e+03 6.972178e-02 5.765941e-02 7.799855e-02
5.683095e+03 6.941961e-02 5.740933e-02 7.766093e-02
5.689276e+03 6.911908e-02 5.716060e-02 7.732514e-02
5.695456e+03 6.882016e-02 5.691322e-02 7.699114e-02
5.701637e+03 6.852285e-02 5.666716e-02 7.665895e-02
5.707817e+03 6.822715e-02 5.642244e-02 7.632854e-02
5.713997e+03 6.793303e-02 5.617902e-02 7.599990e-02
5.720178e+03 6.764048e-02 5.593691e-02 7.567302e-02
5.726358e+03 6.734951e-02 5.569611e-02 7.534789e-02
5.732539e+03 6.706009e-02 5.545659e-02 7.502449e-02
5.738719e+03 6.677222e-02 5.521835e-02 7.470283e-02
5.744899e+03 6.648589e-02 5.498139e-02 7.438288e-02
5.751080e+03 6.620109e-02 5.474570e-02 7.406463e-02
5.757260e+03 6.591781e-02 5.451126e-02 7.374808e-02
5.763441e+03 6.563603e-02 5.427807e-02 7.343322e-02
5.769621e+03 6.535575e-02 5.404612e-02 7.312002e-02
5.775802e+03 6.507697e-02 5.381541e-02 7.280849e-02
5.781982e+03 6.479966e-02 5.358592e-02 7.249861e-02
5.788162e+03 6.452382e-02 5.335765e-02 7.219037e-02
5.794343e+03 6.424945e-02 5.313059e-02 7.188376e-02
5.800523e+03 6.397652e-02 5.290474e-02 7.157877e-02
5.806704e+03 6.370504e-02 5.268008e-02 7.127539e-02
5.812884e+03 6.343500e-02 5.245660e-02 7.097361e-02
5.819064e+03 6.316638e-02 5.223431e-02 7.067342e-02
5.825245e+03 6.289917e-02 5.201319e-02 7.037482e-02
5.831425e+03 6.263337e-02 5.179323e-02 7.007778e-02
5.837606e+03 6.236897e-02 5.157444e-02 6.978230e-02
5.843786e+03 6.210596e-02 5.135679e-02 6.948837e-02
5.849967e+03 6.184433e-02 5.114029e-02 6.919598e-02
5.856147e+03 6.158407e-02 5.092492e-02 6.890512e-02
5.862327e+03 6.132517e-02 5.071068e-02 6.861579e-02
5.868508e+03 6.106763e-02 5.049756e-02 6.832796e-02
5.874688e+03 6.081143e-02 5.028556e-02 6.804164e-02
5.880869e+03 6.055657e-02 5.007467e-02 6.775681e-02
5.887049e+03 6.030305e-02 4.986488e-02 6.747347e-02
5.893229e+03 6.005084e-02 4.965618e-02 6.719160e-02
5.899410e+03 5.979994e-02 4.944857e-02 6.691119e-02
5.905590e+03 5.955035e-02 4.924204e-02 6.663224e-02
5.911771e+03 5.930206e-02 4.903658e-02 6.635474e-02
5.917951e+03 5.905506e-02 4.883219e-02 6.607868e-02
5.924132e+03 5.880933e-02 4.862886e-02 6.580404e-02
5.930312e+03 5.856488e-02 4.842658e-02 6.553083e-02
5.936492e+03 5.832170e-02 4.822536e-02 6.525903e-02
5.942673e+03 5.807977e-02 4.802517e-02 6.498863e-02
5.948853e+03 5.783909e-02 4.782602e-02 6.471962e-02
5.955034e+03 5.759965e-02 4.762789e-02 6.445200e-02
5.961214e+03 5.736144e-02 4.743079e-02 6.418576e-02
5.967394e+03 5.712446e-02 4.723470e-02 6.392088e-02
5.973575e+03 5.688870e-02 4.703963e-02 6.365737e-02
5.979755e+03 5.665415e-02 4.684555e-02 6.339521e-02
5.985936e+03 5.642081e-02 4.665247e-02 6.313439e-02
5.992116e+03 5.618866e-02 4.646039e-02 6.287491e-02
5.998297e+03 5.595770e-02 4.626928e-02 6.261675e-02
6.004477e+03 5.572792e-02 4.607916e-02 6.235992e-02
6.010657e+03 5.549932e-02 4.589001e-02 6.210439e-02
6.016838e+03 5.527188e-02 4.570182e-02 6.185017e-02
6.023018e+03 5.504560e-02 4.551460e-02 6.159724e-02
6.029199e+03 5.482048e-02 4.532833e-02 6.134560e-02
6.035379e+03 5.459650e-02 4.514301e-02 6.109524e-02
6.041559e+03 5.437366e-02 4.495863e-02 6.084615e-02
6.047740e+03 5.415196e-02 4.477519e-02 6.059833e-02
6.053920e+03 5.393138e-02 4.459269e-02 6.035176e-02
6.060101e+03 5.371192e-02 4.441111e-02 6.010644e-02
6.066281e+03 5.349357e-02 4.423044e-02 5.986236e-02
6.072462e+03 5.327632e-02 4.405070e-02 5.961951e-02
6.078642e+03 5.306017e-02 4.387186e-02 5.937789e-02
6.084822e+03 5.284512e-02 4.369393e-02 5.913749e-02
6.091003e+03 5.263115e-02 4.351690e-02 5.889830e-02
6.097183e+03 5.241826e-02 4.334076e-02 5.866032e-02
6.103364e+03 5.220644e-02 4.316550e-02 5.842353e-02
6.109544e+03 5.199568e-02 4.299113e-02 5.818793e-02
6.115724e+03 5.178599e-02 4.281764e-02 5.795351e-02
6.121905e+03 5.157734e-02 4.264501e-02 5.772027e-02
6.128085e+03 5.136975e-02 4.247326e-02 5.748820e-02
6.134266e+03 5.116319e-02 4.230236e-02 5.725729e-02
6.140446e+03 5.095767e-02 4.213233e-02 5.702753e-02
6.146627e+03 5.075318e-02 4.196314e-02 5.679892e-02
6.152807e+03 5.054970e-02 4.179480e-02 5.657145e-02
6.158987e+03 5.034725e-02 4.162730e-02 5.634512e-02
6.165168e+03 5.014580e-02 4.146063e-02 5.611991e-02
6.171348e+03 4.994535e-02 4.129480e-02 5.589582e-02
6.177529e+03 4.974591e-02 4.112979e-02 5.567285e-02
6.183709e+03 4.954745e-02 4.096560e-02 5.545098e-02
6.189889e+03 4.934998e-02 4.080223e-02 5.523021e-02
6.196070e+03 4.915349e-02 4.063967e-02 5.501054e-02
6.202250e+03 4.895798e-02 4.047792e-02 5.479196e-02
6.208431e+03 4.876343e-02 4.031696e-02 5.457445e-02
6.214611e+03 4.856984e-02 4.015681e-02 5.435802e-02
6.220792e+03 4.837722e-02 3.999745e-02 5.414266e-02
6.226972e+03 4.818554e-02 3.983887e-02 5.392836e-02
6.233152e+03 4.799481e-02 3.968108e-02 5.371512e-02
6.239333e+03 4.780502e-02 3.952406e-02 5.350293e-02
6.245513e+03 4.761616e-02 3.936782e-02 5.329178e-02
6.251694e+03 4.742823e-02 3.921235e-02 5.308166e-02
6.257874e+03 4.724122e-02 3.905764e-02 5.287258e-02
6.264054e+03 4.705514e-02 3.890370e-02 5.266452e-02
6.270235e+03 4.686996e-02 3.875050e-02 5.245749e-02
6.276415e+03 4.668570e-02 3.859806e-02 5.225146e-02
6.282596e+03 4.650233e-02 3.844637e-02 5.204644e-02
6.288776e+03 4.631986e-02 3.829542e-02 5.184243e-02
6.294957e+03 4.613828e-02 3.814520e-02 5.163941e-02
6.301137e+03 4.595759e-02 3.799572e-02 5.143738e-02
6.307317e+03 4.577778e-02 3.784697e-02 5.123633e-02
6.313498e+03 4.559885e-02 3.769895e-02 5.103626e-02
6.319678e+03 4.542078e-02 3.755164e-02 5.083716e-02
6.325859e+03 4.524359e-02 3.740505e-02 5.063903e-02
6.332039e+03 4.506725e-02 3.725918e-02 5.044187e-02
6.338219e+03 4.489177e-02 3.711401e-02 5.024565e-02
6.344400e+03 4.471714e-02 3.696955e-02 5.005039e-02
6.350580e+03 4.454335e-02 3.682579e-02 4.985607e-02
6.356761e+03 4.437041e-02 3.668272e-02 4.966269e-02
6.362941e+03 4.419830e-02 3.654035e-02 4.947025e-02
6.369122e+03 4.402702e-02 3.639866e-02 4.927873e-02
6.375302e+03 4.385657e-02 3.625766e-02 4.908814e-02
6.381482e+03 4.368695e-02 3.611734e-02 4.889846e-02
6.387663e+03 4.351813e-02 3.597769e-02 4.870970e-02
6.393843e+03 4.335013e-02 3.583872e-02 4.852184e-02
6.400024e+03 4.318294e-02 3.570041e-02 4.833489e-02
6.406204e+03 4.301655e-02 3.556277e-02 4.814883e-02
6.412384e+03 4.285096e-02 3.542579e-02 4.796366e-02
6.418565e+03 4.268616e-02 3.528947e-02 4.777938e-02
6.424745e+03 4.252216e-02 3.515380e-02 4.759598e-02
6.430926e+03 4.235893e-02 3.501878e-02 4.741346e-02
6.437106e+03 4.219649e-02 3.488441e-02 4.723181e-02
6.443287e+03 4.203482e-02 3.475067e-02 4.705102e-02
6.449467e+03 4.187393e-02 3.461758e-02 4.687110e-02
6.455647e+03 4.171380e-02 3.448512e-02 4.669203e-02
6.461828e+03 4.155443e-02 3.435330e-02 4.651382e-02
6.468008e+03 4.139582e-02 3.422210e-02 4.633645e-02
6.474189e+03 4.123796e-02 3.409152e-02 4.615992e-02
6.480369e+03 4.108086e-02 3.396156e-02 4.598423e-02
6.486549e+03 4.092450e-02 3.383223e-02 4.580938e-02
6.492730e+03 4.076888e-02 3.370350e-02 4.563535e-02
6.498910e+03 4.061400e-02 3.357538e-02 4.546214e-02
6.505091e+03 4.045985e-02 3.344788e-02 4.528975e-02
6.511271e+03 4.030642e-02 3.332097e-02 4.511818e-02
6.517452e+03 4.015373e-02 3.319466e-02 4.494742e-02
6.523632e+03 4.000175e-02 3.306895e-02 4.477746e-02
6.529812e+03 3.985049e-02 3.294384e-02 4.460830e-02
6.535993e+03 3.969994e-02 3.281931e-02 4.443993e-02
6.542173e+03 3.955010e-02 3.269537e-02 4.427236e-02
6.548354e+03 3.940097e-02 3.257201e-02 4.410557e-02
6.554534e+03 3.925253e-02 3.244923e-02 4.393957e-02
6.560714e+03 3.910479e-02 3.232703e-02 4.377434e-02
6.566895e+03 3.895774e-02 3.220540e-02 4.360989e-02
6.573075e+03 3.881139e-02 3.208434e-02 4.344621e-02
6.579256e+03 3.866571e-02 3.196385e-02 4.328329e-02
6.585436e+03 3.852072e-02 3.184392e-02 4.312113e-02
6.591617e+03 3.837640e-02 3.172455e-02 4.295973e-02
6.597797e+03 3.823276e-02 3.160574e-02 4.279908e-02
6.603977e+03 3.808979e-02 3.148748e-02 4.263918e-02
6.610158e+03 3.794748e-02 3.136977e-02 4.248002e-02
6.616338e+03 3.780584e-02 3.125262e-02 4.232160e-02
6.622519e+03 3.766485e-02 3.113600e-02 4.216392e-02
6.628699e+03 3.752452e-02 3.101993e-02 4.200696e-02
6.634879e+03 3.738484e-02 3.090440e-02 4.185074e-02
6.641060e+03 3.724580e-02 3.078940e-02 4.169524e-02
6.647240e+03 3.710741e-02 3.067494e-02 4.154046e-02
6.653421e+03 3.696966e-02 3.056100e-02 4.138639e-02
6.659601e+03 3.683255e-02 3.044760e-02 4.123304e-02
6.665782e+03 3.669607e-02 3.033471e-02 4.108039e-02
6.671962e+03 3.656022e-02 3.022235e-02 4.092845e-02
6.678142e+03 3.642500e-02 3.011051e-02 4.077721e-02
6.684323e+03 3.629040e-02 2.999918e-02 4.062666e-02
6.690503e+03 3.615642e-02 2.988837e-02 4.047680e-02
6.696684e+03 3.602305e-02 2.977806e-02 4.032763e-02
6.702864e+03 3.589030e-02 2.966826e-02 4.017915e-02
6.709044e+03 3.575816e-02 2.955897e-02 4.003135e-02
6.715225e+03 3.562662e-02 2.945018e-02 3.988422e-02
6.721405e+03 3.549569e-02 2.934188e-02 3.973777e-02
6.727586e+03 3.536535e-02 2.923409e-02 3.959199e-02
6.733766e+03 3.523561e-02 2.912678e-02 3.944687e-02
6.739947e+03 3.510646e-02 2.901997e-02 3.930242e-02
6.746127e+03 3.497791e-02 2.891364e-02 3.915862e-02
6.752307e+03 3.484994e-02 2.880780e-02 3.901548e-02
6.758488e+03 3.472255e-02 2.870244e-02 3.887299e-02
6.764668e+03 3.459574e-02 2.859756e-02 3.873115e-02
6.770849e+03 3.446951e-02 2.849316e-02 3.858996e-02
6.777029e+03 3.434385e-02 2.838924e-02 3.844940e-02
6.783209e+03 3.421876e-02 2.828578e-02 3.830948e-02
6.789390e+03 3.409424e-02 2.818280e-02 3.817020e-02
6.795570e+03 3.397029e-02 2.808028e-02 3.803154e-02
6.801751e+03 3.384689e-02 2.797822e-02 3.789352e-02
6.807931e+03 3.372406e-02 2.787663e-02 3.775611e-02
6.814112e+03 3.360178e-02 2.777550e-02 3.761933e-02
6.820292e+03 3.348005e-02 2.767483e-02 3.748316e-02
6.826472e+03 3.335887e-02 2.757461e-02 3.734761e-02
6.832653e+03 3.323823e-02 2.747484e-02 3.721267e-02
6.838833e+03 3.311814e-02 2.737552e-02 3.707834e-02
6.845014e+03 3.299860e-02 2.727665e-02 3.694461e-02
6.851194e+03 3.287958e-02 2.717822e-02 3.681148e-02
6.857374e+03 3.276111e-02 2.708024e-02 3.667894e-02
6.863555e+03 3.264316e-02 2.698269e-02 3.654701e-02
6.869735e+03 3.252574e-02 2.688558e-02 3.641566e-02
6.875916e+03 3.240885e-02 2.678891e-02 3.628490e-02
6.882096e+03 3.229248e-02 2.669267e-02 3.615472e-02
6.888277e+03 3.217664e-02 2.659687e-02 3.602513e-02
6.894457e+03 3.206131e-02 2.650149e-02 3.589611e-02
6.900637e+03 3.194649e-02 2.640653e-02 3.576768e-02
6.906818e+03 3.183219e-02 2.631200e-02 3.563981e-02
6.912998e+03 3.171839e-02 2.621789e-02 3.551251e-02
6.919179e+03 3.160511e-02 2.612421e-02 3.538578e-02
6.925359e+03 3.149232e-02 2.603093e-02 3.525961e-02
6.931539e+03 3.138004e-02 2.593808e-02 3.513400e-02
6.937720e+03 3.126826e-02 2.584563e-02 3.500895e-02
6.943900e+03 3.115697e-02 2.575360e-02 3.488445e-02
6.950081e+03 3.104618e-02 2.566197e-02 3.476051e-02
6.956261e+03 3.093587e-02 2.557075e-02 3.463711e-02
6.962442e+03 3.082606e-02 2.547993e-02 3.451426e-02
6.968622e+03 3.071673e-02 2.538952e-02 3.439195e-02
6.974802e+03 3.060788e-02 2.529951e-02 3.427018e-02
6.980983e+03 3.049952e-02 2.520989e-02 3.414894e-02
6.987163e+03 3.039163e-02 2.512067e-02 3.402825e-02
6.993344e+03 3.028421e-02 2.503184e-02 3.390808e-02
6.999524e+03 3.017727e-02 2.494340e-02 3.378844e-02
7.005704e+03 3.007080e-02 2.485535e-02 3.366933e-02
7.011885e+03 2.996480e-02 2.476769e-02 3.355073e-02
7.018065e+03 2.985926e-02 2.468042e-02 3.343266e-02
7.024246e+03 2.975419e-02 2.459352e-02 3.331511e-02
7.030426e+03 2.964958e-02 2.450701e-02 3.319807e-02
7.036607e+03 2.954542e-02 2.442088e-02 3.308155e-02
7.042787e+03 2.944172e-02 2.433512e-02 3.296553e-02
7.048967e+03 2.933848e-02 2.424974e-02 3.285002e-02
7.055148e+03 2.923568e-02 2.416473e-02 3.273501e-02
7.061328e+03 2.913333e-02 2.408010e-02 3.262051e-02
7.067509e+03 2.903143e-02 2.399583e-02 3.250650e-02
7.073689e+03 2.892998e-02 2.391193e-02 3.239299e-02
7.079869e+03 2.882896e-02 2.382840e-02 3.227998e-02
7.086050e+03 2.872839e-02 2.374523e-02 3.216745e-02
7.092230e+03 2.862825e-02 2.366242e-02 3.205542e-02
7.098411e+03 2.852855e-02 2.357997e-02 3.194387e-02
7.104591e+03 2.842927e-02 2.349788e-02 3.183280e-02
7.110772e+03 2.833043e-02 2.341614e-02 3.172221e-02
7.116952e+03 2.823202e-02 2.333476e-02 3.161211e-02
7.123132e+03 2.813403e-02 2.325373e-02 3.150247e-02
7.129313e+03 2.803647e-02 2.317305e-02 3.139332e-02
7.135493e+03 2.793933e-02 2.309272e-02 3.128463e-02
7.141674e+03 2.784261e-02 2.301274e-02 3.117641e-02
7.147854e+03 2.774630e-02 2.293310e-02 3.106866e-02
7.154034e+03 2.765041e-02 2.285381e-02 3.096137e-02
7.160215e+03 2.755493e-02 2.277486e-02 3.085454e-02
7.166395e+03 2.745986e-02 2.269624e-02 3.074817e-02
7.172576e+03 2.736520e-02 2.261797e-02 3.064226e-02
7.178756e+03 2.727095e-02 2.254003e-02 3.053680e-02
7.184937e+03 2.717710e-02 2.246243e-02 3.043180e-02
7.191117e+03 2.708366e-02 2.238515e-02 3.032724e-02
7.197297e+03 2.699061e-02 2.230821e-02 3.022314e-02
7.203478e+03 2.689797e-02 2.223160e-02 3.011947e-02
7.209658e+03 2.680571e-02 2.215532e-02 3.001625e-02
7.215839e+03 2.671386e-02 2.207936e-02 2.991347e-02
7.222019e+03 2.662239e-02 2.200373e-02 2.981113e-02
7.228199e+03 2.653132e-02 2.192842e-02 2.970923e-02
7.234380e+03 2.644063e-02 2.185343e-02 2.960775e-02
7.240560e+03 2.635033e-02 2.177876e-02 2.950671e-02
7.246741e+03 2.626041e-02 2.170441e-02 2.940610e-02
7.252921e+03 2.617088e-02 2.163038e-02 2.930592e-02
7.259102e+03 2.608173e-02 2.155666e-02 2.920616e-02
7.265282e+03 2.599295e-02 2.148325e-02 2.910683e-02
7.271462e+03 2.590455e-02 2.141015e-02 2.900791e-02
7.277643e+03 2.581653e-02 2.133736e-02 2.890942e-02
7.283823e+03 2.572887e-02 2.126489e-02 2.881134e-02
7.290004e+03 2.564159e-02 2.119272e-02 2.871367e-02
7.296184e+03 2.555468e-02 2.112085e-02 2.861642e-02
7.302364e+03 2.546813e-02 2.104929e-02 2.851958e-02
7.308545e+03 2.538195e-02 2.097803e-02 2.842315e-02
7.314725e+03 2.529613e-02 2.090707e-02 2.832712e-02
7.320906e+03 2.521068e-02 2.083640e-02 2.823149e-02
7.327086e+03 2.512558e-02 2.076604e-02 2.813627e-02
7.333267e+03 2.504084e-02 2.069597e-02 2.804145e-02
7.339447e+03 2.495646e-02 2.062620e-02 2.794703e-02
7.345627e+03 2.487243e-02 2.055672e-02 2.785300e-02
7.351808e+03 2.478876e-02 2.048753e-02 2.775937e-02
7.357988e+03 2.470543e-02 2.041863e-02 2.766612e-02
7.364169e+03 2.462245e-02 2.035002e-02 2.757327e-02
7.370349e+03 2.453983e-02 2.028170e-02 2.748081e-02
7.376529e+03 2.445754e-02 2.021367e-02 2.738873e-02
7.382710e+03 2.437560e-02 2.014591e-02 2.729704e-02
7.388890e+03 2.429400e-02 2.007844e-02 2.720573e-02
7.395071e+03 2.421275e-02 2.001126e-02 2.711480e-02
7.401251e+03 2.413183e-02 1.994435e-02 2.702425e-02
7.407432e+03 2.405124e-02 1.987772e-02 2.693407e-02
7.413612e+03 2.397100e-02 1.981137e-02 2.684427e-02
7.419792e+03 2.389108e-02 1.974529e-02 2.675484e-02
7.425973e+03 2.381150e-02 1.967949e-02 2.666579e-02
7.432153e+03 2.373225e-02 1.961396e-02 2.657710e-02
7.438334e+03 2.365333e-02 1.954871e-02 2.648878e-02
7.444514e+03 2.357473e-02 1.948372e-02 2.640083e-02
7.450694e+03 2.349646e-02 1.941900e-02 2.631324e-02
7.456875e+03 2.341851e-02 1.935455e-02 2.622601e-02
7.463055e+03 2.334089e-02 1.929037e-02 2.613914e-02
7.469236e+03 2.326358e-02 1.922645e-02 2.605263e-02
7.475416e+03 2.318660e-02 1.916280e-02 2.596648e-02
7.481597e+03 2.310993e-02 1.909941e-02 2.588068e-02
7.487777e+03 2.303358e-02 1.903628e-02 2.579524e-02
7.493957e+03 2.295754e-02 1.897341e-02 2.571014e-02
7.500138e+03 2.288182e-02 1.891080e-02 2.562540e-02
7.506318e+03 2.280640e-02 1.884845e-02 2.554100e-02
7.512499e+03 2.273130e-02 1.878635e-02 2.545695e-02
7.518679e+03 2.265650e-02 1.872451e-02 2.537325e-02
7.524860e+03 2.258201e-02 1.866292e-02 2.528988e-02
7.531040e+03 2.250783e-02 1.860158e-02 2.520686e-02
7.537220e+03 2.243395e-02 1.854050e-02 2.512418e-02
7.543401e+03 2.236037e-02 1.847966e-02 2.504184e-02
7.549581e+03 2.228709e-02 1.841907e-02 2.495983e-02
7.555762e+03 2.221411e-02 1.835874e-02 2.487815e-02
7.561942e+03 2.214143e-02 1.829864e-02 2.479681e-02
7.568122e+03 2.206904e-02 1.823879e-02 2.471580e-02
7.574303e+03 2.199695e-02 1.817919e-02 2.463512e-02
7.580483e+03 2.192516e-02 1.811983e-02 2.455477e-02
7.586664e+03 2.185365e-02 1.806071e-02 2.447475e-02
7.592844e+03 2.178244e-02 1.800183e-02 2.439505e-02
7.599025e+03 2.171151e-02 1.794319e-02 2.431567e-02
7.605205e+03 2.164087e-02 1.788479e-02 2.423661e-02
7.611385e+03 2.157052e-02 1.782662e-02 2.415788e-02
7.617566e+03 2.150046e-02 1.776869e-02 2.407946e-02
7.623746e+03 2.143067e-02 1.771100e-02 2.400136e-02
7.629927e+03 2.136117e-02 1.765354e-02 2.392358e-02
7.636107e+03 2.129195e-02 1.759631e-02 2.384611e-02
7.642287e+03 2.122301e-02 1.753931e-02 2.376895e-02
7.648468e+03 2.115435e-02 1.748254e-02 2.369211e-02
7.654648e+03 2.108596e-02 1.742600e-02 2.361557e-02
7.660829e+03 2.101785e-02 1.736969e-02 2.353934e-02
7.667009e+03 2.095002e-02 1.731360e-02 2.346342e-02
7.673190e+03 2.088245e-02 1.725774e-02 2.338780e-02
7.679370e+03 2.081516e-02 1.720211e-02 2.331249e-02
7.685550e+03 2.074814e-02 1.714670e-02 2.323747e-02
7.691731e+03 2.068139e-02 1.709151e-02 2.316276e-02
7.697911e+03 2.061490e-02 1.703654e-02 2.308835e-02
7.704092e+03 2.054868e-02 1.698180e-02 2.301424e-02
7.710272e+03 2.048273e-02 1.692727e-02 2.294042e-02
7.716452e+03 2.041704e-02 1.687296e-02 2.286690e-02
7.722633e+03 2.035161e-02 1.681886e-02 2.279367e-02
7.728813e+03 2.028644e-02 1.676499e-02 2.272073e-02
7.734994e+03 2.022154e-02 1.671133e-02 2.264808e-02
7.741174e+03 2.015689e-02 1.665788e-02 2.257573e-02
7.747355e+03 2.009250e-02 1.660464e-02 2.250366e-02
7.753535e+03 2.002837e-02 1.655162e-02 2.243188e-02
7.759715e+03 1.996449e-02 1.649881e-02 2.236038e-02
7.765896e+03 1.990086e-02 1.644621e-02 2.228917e-02
7.772076e+03 1.983749e-02 1.639381e-02 2.221823e-02
7.778257e+03 1.977437e-02 1.634163e-02 2.214758e-02
7.784437e+03 1.971150e-02 1.628965e-02 2.207722e-02
7.790617e+03 1.964887e-02 1.623788e-02 2.200712e-02
7.796798e+03 1.958650e-02 1.618631e-02 2.193731e-02
7.802978e+03 1.952437e-02 1.613495e-02 2.186777e-02
7.809159e+03 1.946249e-02 1.608379e-02 2.179851e-02
7.815339e+03 1.940085e-02 1.603283e-02 2.172952e-02
7.821520e+03 1.933946e-02 1.598208e-02 2.166080e-02
7.827700e+03 1.927831e-02 1.593152e-02 2.159235e-02
7.833880e+03 1.921740e-02 1.588116e-02 2.152417e-02
7.840061e+03 1.915673e-02 1.583100e-02 2.145626e-02
7.846241e+03 1.909629e-02 1.578104e-02 2.138862e-02
7.852422e+03 1.903610e-02 1.573128e-02 2.132124e-02
7.858602e+03 1.897614e-02 1.568171e-02 2.125413e-02
7.864782e+03 1.891641e-02 1.563233e-02 2.118728e-02
7.870963e+03 1.885692e-02 1.558315e-02 2.112069e-02
7.877143e+03 1.879767e-02 1.553417e-02 2.105437e-02
7.883324e+03 1.873864e-02 1.548537e-02 2.098830e-02
7.889504e+03 1.867985e-02 1.543676e-02 2.092249e-02
7.895685e+03 1.862129e-02 1.538835e-02 2.085694e-02
7.901865e+03 1.856295e-02 1.534012e-02 2.079164e-02
7.908045e+03 1.850485e-02 1.529209e-02 2.072660e-02
7.914226e+03 1.844697e-02 1.524424e-02 2.066181e-02
7.920406e+03 1.838931e-02 1.519657e-02 2.059728e-02
7.926587e+03 1.833188e-02 1.514909e-02 2.053299e-02
7.932767e+03 1.827467e-02 1.510180e-02 2.046896e-02
7.938947e+03 1.821769e-02 1.505469e-02 2.040517e-02
7.945128e+03 1.816093e-02 1.500777e-02 2.034163e-02
7.951308e+03 1.810438e-02 1.496102e-02 2.027834e-02
7.957489e+03 1.804806e-02 1.491446e-02 2.021529e-02
7.963669e+03 1.799195e-02 1.486808e-02 2.015249e-02
7.969850e+03 1.793607e-02 1.482188e-02 2.008993e-02
7.976030e+03 1.788040e-02 1.477585e-02 2.002761e-02
7.982210e+03 1.782494e-02 1.473001e-02 1.996554e-02
7.988391e+03 1.776970e-02 1.468434e-02 1.990370e-02
7.994571e+03 1.771467e-02 1.463885e-02 1.984210e-02
8.000752e+03 1.765985e-02 1.459353e-02 1.978074e-02
8.006932e+03 1.760525e-02 1.454839e-02 1.971962e-02
8.013112e+03 1.755085e-02 1.450343e-02 1.965873e-02
8.019293e+03 1.749667e-02 1.445863e-02 1.959807e-02
8.025473e+03 1.744269e-02 1.441401e-02 1.953765e-02
8.031654e+03 1.738892e-02 1.436956e-02 1.947746e-02
8.037834e+03 1.733536e-02 1.432528e-02 1.941750e-02
8.044015e+03 1.728200e-02 1.428117e-02 1.935777e-02
8.050195e+03 1.722885e-02 1.423723e-02 1.929827e-02
8.056375e+03 1.717590e-02 1.419346e-02 1.923900e-02
8.062556e+03 1.712316e-02 1.414986e-02 1.917996e-02
8.068736e+03 1.707061e-02 1.410642e-02 1.912114e-02
8.074917e+03 1.701827e-02 1.406315e-02 1.906254e-02
8.081097e+03 1.696612e-02 1.402005e-02 1.900417e-02
8.087277e+03 1.691418e-02 1.397711e-02 1.894602e-02
8.093458e+03 1.686243e-02 1.393433e-02 1.888810e-02
8.099638e+03 1.681089e-02 1.389172e-02 1.883039e-02
